file_name, split, width, height, width_n, height_n
a3446-050730_134124__MG_3716.dng,train,3522,2348,3522,2348
a3476-kme_003.dng,train,3900,2613,3900,2613
a3025-jmac_DSC2964.dng,train,2014,3040,2014,3040
a2900-MB_070908_087.dng,train,2920,4386,2920,4386
a3084-kme_076.dng,val,2602,3908,2602,3908
a2911-Ja_Pe-18.dng,train,2400,4248,2400,4248
a2908-20050225_075006__E6B9762.dng,train,2348,3522,2348,3522
a2923-20060619_195834__MG_9248.dng,train,2920,4386,2920,4386
a2994-_I2E5993.dng,train,2348,3522,2348,3522
a3117-20050319_062206__E6B0635.dng,train,3522,2348,3522,2348
a3108-kme_161.dng,train,2348,3522,2348,3522
a2874-IMG_4365.dng,train,4290,2856,4290,2856
a2898-dvf_011.dng,train,4386,2920,4386,2920
a2952-dvf_108.dng,train,3920,2638,3920,2638
a3035-KE_-02.dng,train,3032,2024,3032,2024
a3052-jn_20071117-033.dng,val,3522,2348,3522,2348
a2910-dvf_058.dng,train,3920,2638,3920,2638
a3086-kme_164.dng,train,3522,2348,3522,2348
a3487-_I2E7897.dng,train,3522,2348,3522,2348
a2938-_DGW6271.dng,train,2844,4284,2844,4284
a3181-DSC_0144.dng,test,3040,2014,3040,2014
a3228-kme_401.dng,train,3522,2348,3522,2348
a3357-IMG_8363.dng,test,2602,3906,2602,3906
a3032-dgw_139.dng,val,4284,2844,4284,2844
a3278-Ja_Pe-38.dng,train,4248,2400,4248,2400
a3383-DSC_0022.dng,train,3040,2014,3040,2014
a3232-_DGW6397.dng,val,4284,2844,4284,2844
a3030-IMG_1567.dng,train,2856,4290,2856,4290
a2822-jmac_MG_1389.dng,train,4386,2920,4386,2920
a3105-kme_377.dng,test,3032,2035,3032,2035
a3163-LS20050429d650049.dng,test,5010,3335,5010,3335
a2934-IMG_3439.dng,val,2856,4290,2856,4290
a2843-LS051026_day_1_arive39.dng,test,5010,3335,5010,3335
a3414-DSC_0002.dng,train,3040,2014,3040,2014
a2862-_DSC0055.dng,train,3040,2014,3040,2014
a3421-20080630_at_16h14m34__MG_1769.dng,train,4386,2920,4386,2920
a3343-kme_414.dng,val,3522,2348,3522,2348
a3462-dgw_051.dng,test,4284,2844,4284,2844
a3185-07-11-30-at-15h00m26s-_MG_8241.dng,train,4386,2920,4386,2920
a3006-_DGW6223.dng,val,4284,2844,4284,2844
a2890-2004-03-29 08-35-06 CRW_5767.dng,train,2055,3088,2055,3088
a3075-NKIM_131.dng,train,2602,3908,2602,3908
a2932-LSstone_060806_8879.dng,val,5010,3335,5010,3335
a3255-jmacDSC_0362.dng,val,3040,2014,3040,2014
a2884-jmac_MG_0586.dng,train,4386,2920,4386,2920
a3039-07-06-02-at-10h16m04-s_MG_1405.dng,train,4386,2920,4386,2920
a2909-dgw_092.dng,train,4284,2844,4284,2844
a3331-kme_441.dng,train,3522,2348,3522,2348
a3213-_DSC4851.dng,train,4284,2844,4284,2844
a2811-kme_358.dng,train,2482,1648,2482,1648
a3139-WP_CRW_6451.dng,train,3088,2055,3088,2055
a3459-jmacdscf0611.dng,train,3032,2035,3032,2035
a3413-20041217_193556__E6B0485.dng,test,2348,3522,2348,3522
a2983-JI2E4016.dng,val,3522,2348,3522,2348
a3062-_I2E7521.dng,train,3522,2348,3522,2348
a3200-dgw_133.dng,train,2844,4284,2844,4284
a3023-jmac_DSC2813.dng,train,3040,2014,3040,2014
a3029-07-11-17-at-07h41m24s-_MG_4654.dng,train,4386,2920,4386,2920
a2888-kme_480.dng,val,3522,2348,3522,2348
a3472-jn_20080814_New_York_City_011.dng,val,3522,2348,3522,2348
a3061-jn_2007_12_12__BU_CRUISE_085.dng,train,2348,3522,2348,3522
a3294-050819_075702__MG_5121.dng,train,3522,2348,3522,2348
a2930-WP_CRW_0548.dng,train,3088,2055,3088,2055
a3169-jmacdscf0053.dng,train,2035,3032,2035,3032
a2949-IMG_3951.dng,train,2856,4290,2856,4290
a3215-dgw_121.dng,train,4284,2844,4284,2844
a3376-MB_060909_057.dng,train,2920,4386,2920,4386
a3356-_DSC9981.dng,train,2844,4284,2844,4284
a3334-_DSC0034.dng,train,3040,2014,3040,2014
a2980-050704_163414__MG_3491.dng,train,2348,3522,2348,3522
a2933-_I2E7313.dng,train,3522,2348,3522,2348
a3131-KE_.dng,train,2048,1536,2048,1536
a3093-_DSC0015.dng,train,3040,2014,3040,2014
a3388-jmac_DSC2214.dng,train,3040,2014,3040,2014
a3168-_DGW6358.dng,train,2844,4284,2844,4284
a3187-MB_20030906_085.dng,train,2056,3088,2056,3088
a3426-kme_517.dng,train,3024,4032,3024,4032
a3118-050630_133740__I2E9110.dng,train,3522,2348,3522,2348
a2858-GrassleyCase-5374.dng,test,3522,2348,3522,2348
a3266-Ja_Pe-69.dng,train,4248,2388,4248,2388
a3092-DSC_0026.dng,train,3040,2014,3040,2014
a3461-jn_20080130_Las_Vegas_0060.dng,train,3522,2348,3522,2348
a3261-IMG_4004.dng,train,4290,2856,4290,2856
a3133-jmac_DSC3578.dng,train,2014,3040,2014,3040
a2968-NKIM_MG_6298.dng,val,3908,2602,3908,2602
a3008-WP_CRW_8108.dng,train,2055,3088,2055,3088
a3440-kme_407.dng,val,3522,2348,3522,2348
a3418-2004-02-07 16-53-50 CRW_3754.dng,test,3088,2055,3088,2055
a3491-DSC_0091.dng,train,2014,3040,2014,3040
a2820-jmac_DSC0708.dng,train,3040,2014,3040,2014
a3330-DSC_0048.dng,train,2014,3040,2014,3040
a3468-IMG_4793.dng,train,4290,2856,4290,2856
a3049-20050327_165901__E6B2556.dng,test,3522,2348,3522,2348
a3452-IMG_1205.dng,train,4290,2856,4290,2856
a2922-Ja_Pe-24.dng,train,2400,4248,2400,4248
a3464-tc_DSC2199.dng,test,4320,2868,4320,2868
a3311-IMG_4500.dng,train,2856,4290,2856,4290
a3473-jmac_MG_0161.dng,train,4386,2920,4386,2920
a3447-jmac_DSC0420.dng,train,3040,2014,3040,2014
a2835-IMG_4968.dng,train,2856,4290,2856,4290
a3453-kme_020.dng,train,2348,3522,2348,3522
a3099-_DGW6276.dng,train,4284,2844,4284,2844
a3411-_DGW6385.dng,train,4284,2844,4284,2844
a3115-dgw_016.dng,train,4284,2844,4284,2844
a3317-Ja_Pe-94.dng,val,2844,4284,2844,4284
a2925-DSC_0036-2.dng,train,3040,2014,3040,2014
a2852-JI2E5666.dng,train,2348,3522,2348,3522
a2807-kme_484.dng,train,4432,3322,4432,3322
a3096-IMG_4231.dng,train,4290,2856,4290,2856
a3113-JI2E3593.dng,train,3522,2348,3522,2348
a3109-050707_161338__I2E9470.dng,train,3522,2348,3522,2348
a3251-_DSC1093.dng,test,2844,4284,2844,4284
a3142-_I2E6934.dng,train,3522,2348,3522,2348
a2944-IMG_0494.dng,train,2856,4290,2856,4290
a3309-LSYD4O0609.dng,train,5010,3335,5010,3335
a2842-_DSC2876.dng,val,2844,4284,2844,4284
a2832-IMG_3391.dng,train,4290,2856,4290,2856
a2875-IMG_2969.dng,train,4290,2856,4290,2856
a3352-LS_060719_7305.dng,train,3112,2328,3112,2328
a2899-LS_060715_8774.dng,train,3335,5010,3335,5010
a2967-_I2E8213.dng,train,2348,3522,2348,3522
a2996-_DSC3082.dng,train,2844,4284,2844,4284
a3019-jn_20071005_0002.dng,train,3522,2348,3522,2348
a3344-NKIM_MG_6348.dng,train,3908,2602,3908,2602
a2805-jn_2007_12_15__BU_CRUISE_272.dng,train,3522,2348,3522,2348
a3283-IMG_1370.dng,train,4290,2856,4290,2856
a3496-dgw_160.dng,train,4284,2844,4284,2844
a2943-CRW_1168.dng,train,3088,2055,3088,2055
a2987-20080708_at_22h33m08__78U9588.dng,test,3906,2600,3906,2600
a3345-20080514_105211__MG_9917.dng,val,4386,2920,4386,2920
a3354-MB_070908_069.dng,train,4386,2920,4386,2920
a3171-jmac_DSC0972.dng,train,3040,2014,3040,2014
a2866-_DSC0104.dng,train,3040,2014,3040,2014
a3474-jmac_MG_1125.dng,train,4386,2920,4386,2920
a3205-dgw_042.dng,train,2844,4284,2844,4284
a2955-_DGW6306.dng,train,4284,2844,4284,2844
a2957-KE_-2762.dng,train,3040,2014,3040,2014
a3323-WP_CRW_8158.dng,train,2055,3088,2055,3088
a3134-IMG_4250.dng,train,4290,2856,4290,2856
a3304-IMG_4322.dng,test,4290,2856,4290,2856
a3481-JI2E5694.dng,train,3522,2348,3522,2348
a3186-kme_359.dng,test,2482,1648,2482,1648
a3031-kme_025.dng,train,3908,2602,3908,2602
a2901-_DSC0013-4.dng,train,2014,3040,2014,3040
a2894-IMG_2413.dng,train,2856,4290,2856,4290
a3333-kme_549.dng,train,4432,3322,4432,3322
a2945-DSC_0004-2.dng,train,2014,3040,2014,3040
a2839-kme_073.dng,train,3908,2602,3908,2602
a3122-_DGW6312.dng,train,4284,2844,4284,2844
a3170-IMG_0123.dng,train,4290,2856,4290,2856
a3454-07-11-28-at-15h56m18s-_MG_7736.dng,train,4386,2920,4386,2920
a3277-NKIM_MG_6727.dng,train,2602,3908,2602,3908
a3095-dvf_109.dng,train,3920,2638,3920,2638
a3451-IMG_1088.dng,train,4290,2856,4290,2856
a3437-IMG_0474.dng,train,4290,2856,4290,2856
a3295-jmacdscf0010.dng,test,3032,2035,3032,2035
a2926-MB_070908_110.dng,train,2920,4386,2920,4386
a3458-_DSC4587.dng,train,2844,4284,2844,4284
a3177-07-11-17-at-08h19m16s-_MG_4757.dng,train,4386,2920,4386,2920
a2882-060805_172412__MG_5993.dng,train,4386,2920,4386,2920
a3371-07-12-01-at-11h32m58s-_MG_8498.dng,train,2920,4386,2920,4386
a3156-20080514_101818__MG_9892.dng,train,4386,2920,4386,2920
a2976-IMG_4671.dng,val,4290,2856,4290,2856
a2864-_DSC0003.dng,train,3040,2014,3040,2014
a3201-kme_518.dng,train,4032,3024,4032,3024
a3493-IMG_0279.dng,train,2602,3908,2602,3908
a2928-jmac_MG_0176.dng,test,4386,2920,4386,2920
a3245-CRW_0149.dng,train,3088,2056,3088,2056
a3268-kme_260.dng,train,3522,2348,3522,2348
a3162-dgw_140.dng,train,4284,2844,4284,2844
a3138-IMG_0790.dng,test,4290,2856,4290,2856
a2818-kme_516.dng,train,4032,3024,4032,3024
a2876-jn_20080130_Las_Vegas_0082.dng,train,3522,2348,3522,2348
a3191-KE_-0029.dng,test,3032,2024,3032,2024
a3441-dgw_064.dng,test,4284,2844,4284,2844
a3346-Ja_Pe-71.dng,train,4248,2388,4248,2388
a3384-kme_524.dng,val,3024,4032,3024,4032
a3466-IMG_3941.dng,train,2856,4290,2856,4290
a3260-dvf_048.dng,train,3920,2638,3920,2638
a3248-DSC_0023-2.dng,train,2014,3040,2014,3040
a3042-kme_092.dng,test,2602,3908,2602,3908
a2999-jmac_MG_8001.dng,train,4386,2920,4386,2920
a3279-20060620_171222__MG_9575.dng,train,2920,4386,2920,4386
a3240-050620_203534__MG_3224.dng,test,3522,2348,3522,2348
a3368-jmac_MG_0786.dng,train,4386,2920,4386,2920
a3325-050819_154342__MG_5227.dng,test,2348,3522,2348,3522
a3090-kme_083.dng,train,3908,2602,3908,2602
a2998-kme_599.dng,test,3032,2024,3032,2024
a2850-jmac_MG_5803.dng,train,2920,4386,2920,4386
a3081-kme_011.dng,val,2602,3908,2602,3908
a2942-_DGW6332.dng,val,2844,4284,2844,4284
a3107-WP_CRW_0539.dng,test,3088,2055,3088,2055
a3321-DSC_0054.dng,train,2014,3040,2014,3040
a2841-_78U7968.dng,train,3906,2600,3906,2600
a3442-MB_060909_003.dng,test,2920,4386,2920,4386
a2969-MB_060909_061.dng,train,2920,4386,2920,4386
a2977-050813_170108__I2E5781.dng,train,3522,2348,3522,2348
a3427-050701_165914__MG_3414.dng,train,3522,2348,3522,2348
a3467-dgw_035.dng,test,4284,2844,4284,2844
a3192-DSC_0044.dng,train,3040,2014,3040,2014
a3034-_DGW6331.dng,train,2844,4284,2844,4284
a3159-LS051025_day_2_LL002.dng,train,5010,3335,5010,3335
a2829-Ja_Pe-33.dng,train,2400,4248,2400,4248
a2808-20080516_072208__MG_0018.dng,train,4386,2920,4386,2920
a3337-dgw_112.dng,train,4284,2844,4284,2844
a2964-MB_070908_020.dng,train,2920,4386,2920,4386
a2857-IMG_0239.dng,train,2602,3908,2602,3908
a3026-_MG_7180.dng,test,4386,2920,4386,2920
a2997-IMG_4851.dng,train,2856,4290,2856,4290
a3018-jmac_MG_0481.dng,train,4386,2920,4386,2920
a2905-KE_-2500.dng,test,3040,2014,3040,2014
a2845-kme_420.dng,test,3522,2348,3522,2348
a3450-IMG_8364.dng,val,3906,2602,3906,2602
a3233-MB_070908_021.dng,train,2920,4386,2920,4386
a3216-WP_IMG_0957.dng,train,4032,3024,4032,3024
a2804-JI2E4547.dng,train,2348,3522,2348,3522
a3167-_DSC0035.dng,train,2014,3040,2014,3040
a2985-IMG_2634.dng,train,2856,4290,2856,4290
a3150-IMG_4436.dng,train,4290,2856,4290,2856
a2912-20051006_200556__MG_0421.dng,train,2920,4386,2920,4386
a3393-_DSC0057.dng,train,2014,3040,2014,3040
a3478-Ja_Pe-72.dng,train,4248,2388,4248,2388
a2931-jn_20081025_Kent_Shelter_413.dng,train,3522,2348,3522,2348
a3408-kme_535.dng,train,3322,4432,3322,4432
a3064-CRW_1037.dng,val,2055,3088,2055,3088
a3367-NKIM_MG_6672.dng,train,3908,2602,3908,2602
a3007-07-11-28-at-10h38m19s-_MG_7488.dng,train,4386,2920,4386,2920
a3009-_I2E9083.dng,val,2348,3522,2348,3522
a3395-jmac_DSC1018.dng,train,3900,2613,3900,2613
a3193-KE_-2155.dng,train,4432,3322,4432,3322
a3153-IMG_0123.dng,test,2314,3474,2314,3474
a3379-Ja_Pe-59.dng,train,4248,2388,4248,2388
a3303-_DSC0060.dng,train,2014,3040,2014,3040
a3267-WP_CRW_0087.dng,train,3088,2056,3088,2056
a3289-Ja_Pe-27.dng,train,4248,2400,4248,2400
a3135-jn_20080802_0023.dng,train,3522,2348,3522,2348
a3218-IMG_1616.dng,train,4290,2856,4290,2856
a2878-CRW_0013.dng,train,2176,1448,2176,1448
a2883-_DSC0008-2.dng,train,3040,2014,3040,2014
a3016-IMG_1667.dng,val,3906,2602,3906,2602
a3412-IMG_4112.dng,train,2856,4290,2856,4290
a3438-kme_193.dng,train,2348,3522,2348,3522
a3492-kme_180.dng,val,3522,2348,3522,2348
a3276-dgw_159.dng,val,4284,2844,4284,2844
a3017-WP_CRW_0571.dng,train,2056,3088,2056,3088
a2897-IMG_6046.dng,train,3522,2348,3522,2348
a2941-kme_112.dng,test,3908,2602,3908,2602
a3326-kme_580.dng,train,3522,2348,3522,2348
a2921-IMG_2331.dng,train,4290,2856,4290,2856
a3223-MB_080627_677.dng,train,2920,4386,2920,4386
a3389-dvf_004.dng,train,4386,2920,4386,2920
a3148-dgw_107.dng,train,4284,2844,4284,2844
a3370-kme_326.dng,train,2014,3040,2014,3040
a3373-KE_-2532.dng,train,3040,2014,3040,2014
a3211-IMG_3947.dng,train,2856,4290,2856,4290
a2924-Ja_Pe-60.dng,train,2388,4248,2388,4248
a3048-_DGW6350.dng,train,4284,2844,4284,2844
a2962-_I2E7423.dng,train,3522,2348,3522,2348
a2827-dgw_085.dng,train,2844,4284,2844,4284
a3000-_MG_7776.dng,train,2920,4386,2920,4386
a3143-IMG_0141.dng,test,3908,2602,3908,2602
a3124-IMG_4765.dng,train,4290,2856,4290,2856
a3348-jn_20080802_0059.dng,train,3522,2348,3522,2348
a3477-_DSC0048.dng,train,3040,2014,3040,2014
a3104-tc_DSC2387.dng,test,4320,2868,4320,2868
a2837-07-12-02-at-11h35m49s-_MG_8848.dng,train,2920,4386,2920,4386
a3415-jmac_DSC6092.dng,train,3040,2014,3040,2014
a2961-_DSC9017.dng,train,4284,2844,4284,2844
a3073-DSC_0324.dng,train,3040,2014,3040,2014
a3423-_DGW6316.dng,train,4284,2844,4284,2844
a2978-WP_CRW_2889.dng,train,3088,2055,3088,2055
a2838-20061223_190650__E6B7006.dng,train,3522,2348,3522,2348
a3297-IMG_1426.dng,test,4290,2856,4290,2856
a3288-KE_-0049.dng,train,3032,2024,3032,2024
a2889-_M6A0071.dng,train,3522,2348,3522,2348
a2865-jmac_DSC3556.dng,train,3040,2014,3040,2014
a3041-_DGW6232.dng,train,4284,2844,4284,2844
a3307-jmac_MG_1001.dng,train,4386,2920,4386,2920
a3234-IMG_1640.dng,train,2602,3906,2602,3906
a3126-DSC_0046-1.dng,train,2014,3040,2014,3040
a3155-IMG_0148.dng,test,4290,2856,4290,2856
a3301-IMG_5187.dng,train,4290,2856,4290,2856
a2863-IMG_0090.dng,train,2602,3908,2602,3908
a3085-jmac_MG_8019.dng,train,4386,2920,4386,2920
a3231-kme_349.dng,train,2482,1648,2482,1648
a3097-_I2E6927.dng,train,3522,2348,3522,2348
a3285-CRW_0291.dng,test,3088,2055,3088,2055
a3046-DSC_0010-2.dng,train,3040,2014,3040,2014
a3100-jn_20080524_014.dng,train,2348,3522,2348,3522
a3498-_DSC0188.dng,val,3040,2014,3040,2014
a3428-_DSC0014.dng,train,2014,3040,2014,3040
a2960-IMG_2822.dng,train,2856,4290,2856,4290
a3198-kme_190.dng,train,2348,3522,2348,3522
a3088-kme_286.dng,train,3068,2048,3068,2048
a3072-NKIM_084.dng,train,2602,3908,2602,3908
a2861-IMG_4397.dng,train,4290,2856,4290,2856
a3485-dvf_046.dng,train,3920,2638,3920,2638
a3355-_DGW6412.dng,train,4284,2844,4284,2844
a3460-20080514_105637__MG_9928.dng,train,2920,4386,2920,4386
a3275-LS051026_day_2_arive82.dng,train,5010,3335,5010,3335
a3293-DSC_0328.dng,train,2611,3900,2611,3900
a3130-_DGW6351.dng,train,4284,2844,4284,2844
a3410-kme_109.dng,train,2602,3908,2602,3908
a2929-LSCRW_0052.dng,train,3112,2328,3112,2328
a3212-_MG_1504.dng,train,2920,4386,2920,4386
a3087-_DSC1585.dng,train,2844,4284,2844,4284
a3430-_I2E5942.dng,train,2348,3522,2348,3522
a2834-kme_039.dng,train,3908,2602,3908,2602
a2989-jmac_MG_5969.dng,train,4386,2920,4386,2920
a3291-LS051026_day_2_arive38.dng,train,5010,3335,5010,3335
a3250-dgw_113.dng,train,4284,2844,4284,2844
a3336-050823_182530__I2E8120.dng,train,2348,3522,2348,3522
a2913-IMG_0138.dng,train,3908,2602,3908,2602
a3243-07-11-11-at-11h52m02s-_MG_4558.dng,train,2920,4386,2920,4386
a3394-_DGW6419.dng,train,4284,2844,4284,2844
a2833-NKIM_MG_2606.dng,train,2602,3908,2602,3908
a3456-DSC_0006-1-2.dng,test,3040,2014,3040,2014
a3429-IMG_0036.dng,train,3908,2602,3908,2602
a3176-JI2E0421.dng,train,3522,2348,3522,2348
a2870-NKIM_MG_7449.dng,train,3908,2602,3908,2602
a3237-kme_211.dng,train,2348,3522,2348,3522
a3140-dgw_096.dng,train,4284,2844,4284,2844
a3320-jmac_MG_4870.dng,train,4386,2920,4386,2920
a3070-NKIM_MG_6388.dng,train,3908,2602,3908,2602
a3174-JI2E5629.dng,train,2348,3522,2348,3522
a2877-jn_20081025_Kent_Shelter_319.dng,train,3522,2348,3522,2348
a3328-DSC_0157.dng,train,3040,2014,3040,2014
a3480-dgw_151.dng,test,4284,2844,4284,2844
a2830-tc_DSC0702.dng,train,2868,4320,2868,4320
a2990-DSC_0028-1-2.dng,val,2014,3040,2014,3040
a3259-_DSC2995.dng,train,4284,2844,4284,2844
a3051-07-06-01-at-13h01m22-s_MG_1255.dng,test,4386,2920,4386,2920
a3422-WP_CRW_0302.dng,train,3088,2055,3088,2055
a2971-jmac_MG_1092.dng,train,4386,2920,4386,2920
a2851-kme_340.dng,train,3040,2014,3040,2014
a3401-20061111_122429__E6B5415.dng,train,3522,2348,3522,2348
a3329-KE_-1694.dng,train,2014,3040,2014,3040
a3455-kme_438.dng,train,2348,3522,2348,3522
a2984-_DGW6399.dng,train,4284,2844,4284,2844
a2975-dgw_134.dng,train,2844,4284,2844,4284
a3241-_DSC0003-3.dng,test,3040,2014,3040,2014
a2927-jmac_MG_5844.dng,train,4386,2920,4386,2920
a3005-IMG_4349.dng,train,4290,2856,4290,2856
a3188-IMG_4400.dng,train,2856,4290,2856,4290
a2948-kme_511.dng,train,4432,3322,4432,3322
a3224-DSC_0028.dng,val,3040,2014,3040,2014
a3296-20080509_071308__MG_9701.dng,train,4386,2920,4386,2920
a2813-KE_-2418.dng,train,2014,3040,2014,3040
a3146-kme_507.dng,train,3322,4432,3322,4432
a3469-kme_489.dng,train,4432,3322,4432,3322
a2831-_MG_3139.dng,train,4386,2920,4386,2920
a2881-20070514_162430__MG_7345.dng,train,2920,4386,2920,4386
a2868-IMG_1740.dng,train,3522,2348,3522,2348
a3129-jmac_DSC3926.dng,train,3900,2613,3900,2613
a3147-kme_089.dng,train,2602,3908,2602,3908
a3011-JI2E3924.dng,train,3522,2348,3522,2348
a3382-IMG_4032.dng,val,4290,2856,4290,2856
a3069-jmac_DSC2462.dng,train,3040,2014,3040,2014
a2904-_DSC3226.dng,train,4284,2844,4284,2844
a2873-IMG_0330.dng,train,2602,3908,2602,3908
a3269-_I2E5901.dng,train,2348,3522,2348,3522
a2940-JI2E3869.dng,train,3522,2348,3522,2348
a3151-_DSC2837.dng,train,2844,4284,2844,4284
a3221-JI2E3858.dng,train,3522,2348,3522,2348
a3380-IMG_0034.dng,train,3522,2348,3522,2348
a3021-WP_CRW_0302 (1).dng,train,3088,2056,3088,2056
a3091-_DGW6408.dng,train,4284,2844,4284,2844
a3431-_DSC0103-3.dng,train,3040,2014,3040,2014
a3112-WP_CRW_3862.dng,train,3088,2056,3088,2056
a3227-DSC_0080.dng,train,3040,2014,3040,2014
a3400-07-11-04-at-17h36m14s-_MG_4004.dng,train,4386,2920,4386,2920
a3066-_DGW6324.dng,train,4284,2844,4284,2844
a3217-Ja_Pe-56.dng,train,2388,4248,2388,4248
a3449-jmac_DSC2669.dng,train,2014,3040,2014,3040
a3230-jn_20081025_Kent_Shelter_134.dng,train,3522,2348,3522,2348
a2812-07-11-30-at-11h07m15s-_MG_8208.dng,train,4386,2920,4386,2920
a3166-050701_124928__MG_3318.dng,train,3522,2348,3522,2348
a3214-KE_-8375.dng,train,2048,1536,2048,1536
a2891-kme_154.dng,train,3522,2348,3522,2348
a2965-07-07-16-at-00h22m25s-_MG_2198.dng,train,4386,2920,4386,2920
a2972-_DSC6416.dng,train,2844,4284,2844,4284
a2958-2004-07-31 13-03-42 CRW_3507.dng,train,2055,3088,2055,3088
a3483-_DSC0023-1.dng,val,3040,2014,3040,2014
a3397-_DSC5572.dng,val,4284,2844,4284,2844
a3377-_MG_7893.dng,train,2920,4386,2920,4386
a3043-jmac_MG_6976.dng,train,4386,2920,4386,2920
a3055-20051223_105419__MG_0634.dng,train,2920,4386,2920,4386
a3246-kme_445.dng,train,3522,2348,3522,2348
a3457-NKIM_025.dng,train,2602,3908,2602,3908
a3182-_DGW6265.dng,train,2844,4284,2844,4284
a3175-NKIM_083.dng,train,2602,3908,2602,3908
a2879-IMG_0481.dng,train,4290,2856,4290,2856
a3080-jmac_MG_1235.dng,train,4386,2920,4386,2920
a2974-DSC_0363.dng,train,3900,2611,3900,2611
a3244-kme_424.dng,train,2348,3522,2348,3522
a3058-IMG_0920.dng,train,4290,2856,4290,2856
a3077-IMG_4837.dng,train,4290,2856,4290,2856
a3067-_MG_1539.dng,train,4386,2920,4386,2920
a2982-WP_CRW_3387.dng,train,3088,2056,3088,2056
a3262-kme_218.dng,test,2348,3522,2348,3522
a2991-kme_300.dng,train,2048,3068,2048,3068
a3351-KE_-1722.dng,train,2014,3040,2014,3040
a3353-IMG_4106.dng,train,4290,2856,4290,2856
a3419-_DSC3931.dng,train,4284,2844,4284,2844
a3310-DSC_0005.dng,train,3040,2014,3040,2014
a3490-WP_CRW_9597.dng,train,2055,3088,2055,3088
a3179-kme_151.dng,train,2348,3522,2348,3522
a3424-CRW_0163.dng,train,2056,3088,2056,3088
a3015-IMG_4652.dng,train,4290,2856,4290,2856
a3265-DSC_0253.dng,test,3040,2014,3040,2014
a3190-_78U7672.dng,train,3906,2600,3906,2600
a2895-_DSC1934.dng,train,2844,4284,2844,4284
a2855-IMG_0718.dng,train,4290,2856,4290,2856
a3082-CRW_0184.dng,train,2056,3088,2056,3088
a3374-08-03-02-at-15h39m27s-_78U3380.dng,train,2600,3906,2600,3906
a3127-kme_304.dng,val,2048,3068,2048,3068
a3040-IMG_4488.dng,train,2856,4290,2856,4290
a2915-_DSC7402.dng,train,2844,4284,2844,4284
a3312-IMG_1063.dng,train,4290,2856,4290,2856
a2963-IMG_5028.dng,train,2856,4290,2856,4290
a3302-kme_606.dng,train,3032,2024,3032,2024
a2823-NKIM_MG_6611.dng,train,3908,2602,3908,2602
a2847-dvf_040.dng,train,2920,4386,2920,4386
a3202-07-06-02-at-13h18m43-s_MG_1425.dng,train,4386,2920,4386,2920
a2937-_MG_2373.dng,val,3522,2348,3522,2348
a2914-WP_CRW_2888.dng,train,3088,2055,3088,2055
a3324-IMG_0080.dng,train,2602,3908,2602,3908
a3125-07-06-02-at-14h20m02-s_MG_1472.dng,test,4386,2920,4386,2920
a3435-dgw_001.dng,train,4284,2844,4284,2844
a3375-_DSC6420.dng,train,2844,4284,2844,4284
a3258-050707_160930__I2E9463.dng,train,3522,2348,3522,2348
a3238-IMG_0891.dng,train,4290,2856,4290,2856
a2986-_DGW6325.dng,train,2844,4284,2844,4284
a2906-IMG_0815.dng,test,4290,2856,4290,2856
a3083-GrassleyCase-5372.dng,train,3522,2348,3522,2348
a2801-MB_050809_018.dng,train,2348,3522,2348,3522
a2954-jmac_DSC3602.dng,train,3900,2613,3900,2613
a3120-jn_20080802_0026.dng,train,3522,2348,3522,2348
a3037-_I2E7874.dng,train,2348,3522,2348,3522
a2946-kme_142.dng,train,3908,2602,3908,2602
a3056-IMG_4331.dng,test,4290,2856,4290,2856
a3499-jn_2007_12_11__BU_CRUISE_019.dng,train,3522,2348,3522,2348
a3050-NKIM_MG_6691.dng,train,3908,2602,3908,2602
a3106-dgw_052.dng,train,4284,2844,4284,2844
a3004-WP_CRW_9572.dng,train,2056,3088,2056,3088
a2993-IMG_3674.dng,train,4290,2856,4290,2856
a2950-_DSC4397.dng,train,2844,4284,2844,4284
a3110-IMG_4966.dng,train,4290,2856,4290,2856
a3272-IMG_4967.dng,train,4290,2856,4290,2856
a2981-050704_162940__MG_3481.dng,train,2348,3522,2348,3522
a3405-kme_417.dng,train,3522,2348,3522,2348
a3001-IMG_0895.dng,train,4290,2856,4290,2856
a3222-kme_588.dng,train,2348,3522,2348,3522
a2824-dvf_035.dng,train,4386,2920,4386,2920
a3305-kme_043.dng,val,3908,2602,3908,2602
a2988-_DSC0003.dng,val,3040,2014,3040,2014
a2814-kme_539.dng,train,4432,3322,4432,3322
a2803-060810_075208_GM6A0020.dng,train,3522,2348,3522,2348
a2953-_DSC2871.dng,train,2844,4284,2844,4284
a3497-kme_088.dng,train,2602,3908,2602,3908
a3194-jmacdscf0029.dng,train,3032,2035,3032,2035
a3141-dvf_079.dng,train,3920,2638,3920,2638
a3339-_MG_7202.dng,train,4386,2920,4386,2920
a3197-IMG_2567.dng,train,2856,4290,2856,4290
a3358-kme_273.dng,train,2014,3040,2014,3040
a2821-DSC_0109-1.dng,test,2014,3040,2014,3040
a0090-LS_060715_8754.dng,train,5010,3335,5010,3335
a0007-IMG_2480.dng,train,2856,4290,2856,4290
a0377-IMG_3486.dng,train,4290,2856,4290,2856
a0147-kme_333.dng,train,2014,3040,2014,3040
a0127-kme_578.dng,test,3032,2024,3032,2024
a0493-_DSC0157.dng,train,2014,3040,2014,3040
